Time,Latency
2024/07/16 23:57:25,11
2024/07/16 23:57:26,14
2024/07/16 23:57:27,13
2024/07/16 23:57:28,14
2024/07/16 23:57:29,13
2024/07/16 23:57:30,12
2024/07/16 23:57:31,18
2024/07/16 23:57:32,15
2024/07/16 23:57:33,27
2024/07/16 23:57:34,15
2024/07/16 23:57:35,30
2024/07/16 23:57:36,11
2024/07/16 23:57:37,12
2024/07/16 23:57:38,22
2024/07/16 23:57:39,20
2024/07/16 23:57:40,11
2024/07/16 23:57:41,11
2024/07/16 23:57:42,11
2024/07/16 23:57:43,12
2024/07/16 23:57:44,13
2024/07/16 23:57:45,12
2024/07/16 23:57:46,21
2024/07/16 23:57:47,11
2024/07/16 23:57:48,11
2024/07/16 23:57:49,12
2024/07/16 23:57:50,11
2024/07/16 23:57:51,12
2024/07/16 23:57:52,12
2024/07/16 23:57:53,12
2024/07/16 23:57:54,12
2024/07/16 23:57:55,13
2024/07/16 23:57:56,10
2024/07/16 23:57:57,13
2024/07/16 23:57:58,13
2024/07/16 23:57:59,11
2024/07/16 23:58:00,11
2024/07/16 23:58:01,12
2024/07/16 23:58:02,14
2024/07/16 23:58:03,11
2024/07/16 23:58:04,21
2024/07/16 23:58:05,23
2024/07/16 23:58:06,12
2024/07/16 23:58:07,13
2024/07/16 23:58:08,11
2024/07/16 23:58:09,15
2024/07/16 23:58:10,12
2024/07/16 23:58:11,14
2024/07/16 23:58:12,12
2024/07/16 23:58:13,11
2024/07/16 23:58:14,14
2024/07/16 23:58:15,11
2024/07/16 23:58:16,16
2024/07/16 23:58:17,13
2024/07/16 23:58:18,27
2024/07/16 23:58:19,17
2024/07/16 23:58:20,19
2024/07/16 23:58:21,15
2024/07/16 23:58:22,12
2024/07/16 23:58:23,13
2024/07/16 23:58:23,12
2024/07/16 23:58:24,18
2024/07/16 23:58:25,11
2024/07/16 23:58:26,24
2024/07/16 23:58:27,33
2024/07/16 23:58:28,18
2024/07/16 23:58:29,16
2024/07/16 23:58:30,29
2024/07/16 23:58:31,22
2024/07/16 23:58:32,19
2024/07/16 23:58:33,30
2024/07/16 23:58:34,28
2024/07/16 23:58:35,31
2024/07/16 23:58:36,30
2024/07/16 23:58:37,40
2024/07/16 23:58:38,19
2024/07/16 23:58:39,20
2024/07/16 23:58:40,13
2024/07/16 23:58:41,22
2024/07/16 23:58:42,45
2024/07/16 23:58:43,13
2024/07/16 23:58:44,27
2024/07/16 23:58:45,16
2024/07/16 23:58:46,25
2024/07/16 23:58:47,16
2024/07/16 23:58:48,31
2024/07/16 23:58:49,11
2024/07/16 23:58:50,12
2024/07/16 23:58:51,19
2024/07/16 23:58:52,11
2024/07/16 23:58:53,14
2024/07/16 23:58:54,11
2024/07/16 23:58:55,22
2024/07/16 23:58:56,18
2024/07/16 23:58:57,11
2024/07/16 23:58:58,12
2024/07/16 23:58:59,12
2024/07/16 23:59:00,16
2024/07/16 23:59:01,13
2024/07/16 23:59:02,11
2024/07/16 23:59:03,13
2024/07/16 23:59:04,20
2024/07/16 23:59:05,11
2024/07/16 23:59:06,17
2024/07/16 23:59:07,13
2024/07/16 23:59:08,17
2024/07/16 23:59:09,32
2024/07/16 23:59:10,26
2024/07/16 23:59:11,16
2024/07/16 23:59:12,17
2024/07/16 23:59:13,20
2024/07/16 23:59:14,13
2024/07/16 23:59:15,16
2024/07/16 23:59:16,18
2024/07/16 23:59:17,23
2024/07/16 23:59:18,11
2024/07/16 23:59:19,11
2024/07/16 23:59:20,13
2024/07/16 23:59:21,14
2024/07/16 23:59:22,19
2024/07/16 23:59:23,16
2024/07/16 23:59:24,13
2024/07/16 23:59:25,12
2024/07/16 23:59:26,13
2024/07/16 23:59:27,11
2024/07/16 23:59:28,16
2024/07/16 23:59:29,13
2024/07/16 23:59:30,13
2024/07/16 23:59:31,14
2024/07/16 23:59:32,19
2024/07/16 23:59:33,24
2024/07/16 23:59:34,14
2024/07/16 23:59:35,22
2024/07/16 23:59:36,20
2024/07/16 23:59:37,16
2024/07/16 23:59:38,15
2024/07/16 23:59:39,12
2024/07/16 23:59:39,14
2024/07/16 23:59:40,11
2024/07/16 23:59:41,19
2024/07/16 23:59:42,13
2024/07/16 23:59:43,11
2024/07/16 23:59:44,11
2024/07/16 23:59:45,10
2024/07/16 23:59:46,16
2024/07/16 23:59:47,15
2024/07/16 23:59:48,26
2024/07/16 23:59:49,10
2024/07/16 23:59:50,14
2024/07/16 23:59:51,15
2024/07/16 23:59:52,15
2024/07/16 23:59:53,12
2024/07/16 23:59:54,12
2024/07/16 23:59:55,12
2024/07/16 23:59:56,12
2024/07/16 23:59:57,16
2024/07/16 23:59:58,24
2024/07/16 23:59:59,11
